descArea,codRisco,idMtzRisco,descricao,a_sistema,gau_de_risco,bgcolor,fgcolor,ProcessoPri,programas,processoSec,programasSec
"Contas a Pagar",C010,48,"Pagamentos duplicados a fornecedores. (Inclusão de Titulo e Pagamento)",D,ALTO,#ff0000,#000000,"Adiantamento Pagamento Fornecedor",bas_antecip_pef_pend,"Pagamentos (Contas a Pagar)","bas_antecip_pef_pend_pef | bas_bord_ap | bas_bord_ap_confirmacao | bas_bord_ap_enviar_msg_edi | bas_bord_ap_impressao | bas_cheq_ap_confirmacao | bas_lote_impl_tit_ap | bas_lote_pagto | bas_lote_pagto_enctro_ctas | bas_proces_pagto_prepar_pagto | fnc_cheq_ap_emissao | rpt_bord_ap_ret_pagto_escr"
"Contas a Pagar",C011,49,"Riscos de realizar pagamentos não autorizados.",D,ALTO,#ff0000,#000000,"Pagamentos (Contas a Pagar)","bas_antecip_pef_pend_pef | bas_bord_ap | bas_bord_ap_confirmacao | bas_bord_ap_enviar_msg_edi | bas_bord_ap_impressao | bas_cheq_ap_confirmacao | bas_lote_impl_tit_ap | bas_lote_pagto | bas_lote_pagto_enctro_ctas | bas_proces_pagto_prepar_pagto | fnc_cheq_ap_emissao | rpt_bord_ap_ret_pagto_escr","Aprovação Pagamentos (Contas a Pagar)",bas_proces_pagto_liber_pagto
"Contas a Pagar",CP02,131,"Inserir contratos de compra e em seguida efetuar pagamento.",D,ALTO,#ff0000,#000000,"Pagamentos (Contas a Pagar)","bas_antecip_pef_pend_pef | bas_bord_ap | bas_bord_ap_confirmacao | bas_bord_ap_enviar_msg_edi | bas_bord_ap_impressao | bas_cheq_ap_confirmacao | bas_lote_impl_tit_ap | bas_lote_pagto | bas_lote_pagto_enctro_ctas | bas_proces_pagto_prepar_pagto | fnc_cheq_ap_emissao | rpt_bord_ap_ret_pagto_escr","Acordos de Compras","cn0201 | cn0203 | cn0206 | cn0301 | cn0304"
"Contas a Pagar",CP03,132,"Risco de modificar dados mestres serviço (adicionar um serviço normalmente não solicitado pela empresa) e inserção de pagamento de cobertura.",D,ALTO,#ff0000,#000000,"Pagamentos (Contas a Pagar)","bas_antecip_pef_pend_pef | bas_bord_ap | bas_bord_ap_confirmacao | bas_bord_ap_enviar_msg_edi | bas_bord_ap_impressao | bas_cheq_ap_confirmacao | bas_lote_impl_tit_ap | bas_lote_pagto | bas_lote_pagto_enctro_ctas | bas_proces_pagto_prepar_pagto | fnc_cheq_ap_emissao | rpt_bord_ap_ret_pagto_escr","Manutenção Dados Mestre Materiais","cc0103 | cc0120 | cd0138 | cd0140 | cd0147 | cd0204 | cd0224 | cd0903 | cd1107 | cd1112 | cd1508 | ce0106 | ce0330 | cq0117 | cq0118 | cq0119 | cq0608 | en0105 | re0106 | re0115"
"Contas a Pagar",CP04,133,"Risco de inserir pagamentos não autorizados e reconciliar com o banco pela mesma pessoa.",D,ALTO,#ff0000,#000000,"Pagamentos (Contas a Pagar)","bas_antecip_pef_pend_pef | bas_bord_ap | bas_bord_ap_confirmacao | bas_bord_ap_enviar_msg_edi | bas_bord_ap_impressao | bas_cheq_ap_confirmacao | bas_lote_impl_tit_ap | bas_lote_pagto | bas_lote_pagto_enctro_ctas | bas_proces_pagto_prepar_pagto | fnc_cheq_ap_emissao | rpt_bord_ap_ret_pagto_escr","Reconciliação Bancária","bas_cta_corren_concil | bas_extrat_cta_corren | bas_extrat_cta_corren_import"
"Contas a Pagar",CP05,134,"Risco inserir faturas de fornecedores e habilidade de aceitar esses serviços na inserção de recibos serviço.",D,MEDIO,#FF8C00,#FFFF,"Entrar Faturas Fornecedores","re0402 | re1001","Aceitação de Serviço (Medição)",cn0302b
"Contas a Pagar",CP06,135,"Manter fornecedor e criar pagamento para esse fornecedor.",D,ALTO,#ff0000,#000000,"Processar Pagamentos Manualmente","bas_cheq_ap_altera_numero | bas_cheq_ap_confirmacao | bas_cheq_ap_estorno | bas_lote_pagto | fnc_cheq_ap_emissao | fnc_cheq_ap_reemissao","Manutenção Dados Mestre Fornecedor","bas_fornecedor | cd0401 | cd0402"
"Contas a Pagar",CP07,136,"Inserir faturas de fornecedor e depois efetuar pagamento ao fornecedor.",D,ALTO,#ff0000,#000000,"Entrar Faturas Fornecedores","re0402 | re1001","Processar Pagamentos Manualmente","bas_cheq_ap_altera_numero | bas_cheq_ap_confirmacao | bas_cheq_ap_estorno | bas_lote_pagto | fnc_cheq_ap_emissao | fnc_cheq_ap_reemissao"
"Contas a receber",CR02,67,"Ajuste o saldo subsidiário usando a transação de pagamento (contas a receber) e então fazer a cobertura usando lançamentos contábeis.",D,MEDIO,#FF8C00,#FFFF,"Pagamentos (Contas a Receber)","bas_lote_liquidac_acr | bas_tit_acr_alteracao | bas_tit_acr_estorno | fnc_liquidac_tit_acr | rpt_item_lote_liquidac_acr_cobr_escr","Efetuar Lançamentos Contábeis","bas_bem_pat_ctbz | bas_lancto_ctbl | bas_lancto_ctbl_import_ascii | bas_movto_tit_acr_contab | bas_rat_ctbl_ctbz | bas_sdo_cta_ctbl_apur_lucro_perda | bas_sdo_cta_ctbl_modul | ce0407 | ce0412 | fnc_lote_ctbl_ems | ft0608 | ft0708 | rpt_aprop_ctbl_cmg_contab | rpt_demonst_ctbl_apb | rpt_operac_financ_demonst_ctbl_apl"
"Contas a receber",CR01,68,"Permitir que as diferenças lançadas entre dinheiro depositado e coletado sejam ocultadas.",D,ALTO,#ff0000,#000000,"Pagamentos (Contas a Receber)","bas_lote_liquidac_acr | bas_tit_acr_alteracao | bas_tit_acr_estorno | fnc_liquidac_tit_acr | rpt_item_lote_liquidac_acr_cobr_escr","Reconciliação Bancária","bas_cta_corren_concil | bas_extrat_cta_corren | bas_extrat_cta_corren_import"
"Contas a receber",CP09,69,"Risco de inserir pagamentos manuais não autorizados e reconciliar com o banco pela mesma pessoa.",D,ALTO,#ff0000,#000000,"Processar Pagamentos Manualmente","bas_cheq_ap_altera_numero | bas_cheq_ap_confirmacao | bas_cheq_ap_estorno | bas_lote_pagto | fnc_cheq_ap_emissao | fnc_cheq_ap_reemissao","Reconciliação Bancária","bas_cta_corren_concil | bas_extrat_cta_corren | bas_extrat_cta_corren_import"
"Contas a receber",CP08,70,"Risco de modificar dados mestres serviço (adicionar um serviço normalmente não solicitado pela empresa) e inserção de pagamento de cobertura.",D,ALTO,#ff0000,#000000,"Processar Pagamentos Manualmente","bas_cheq_ap_altera_numero | bas_cheq_ap_confirmacao | bas_cheq_ap_estorno | bas_lote_pagto | fnc_cheq_ap_emissao | fnc_cheq_ap_reemissao","Manutenção Dados Mestre Materiais","cc0103 | cc0120 | cd0138 | cd0140 | cd0147 | cd0204 | cd0224 | cd0903 | cd1107 | cd1112 | cd1508 | ce0106 | ce0330 | cq0117 | cq0118 | cq0119 | cq0608 | en0105 | re0106 | re0115"
Estoque,ES04,63,"Risco de modificar ou adicionar dados mestres de material (adicionar material normalmente não solicitado pela empresa) e depois liberar uma requisição do material.",D,MEDIO,#FF8C00,#FFFF,"Manutenção Dados Mestre Materiais","cc0103 | cc0120 | cd0138 | cd0140 | cd0147 | cd0204 | cd0224 | cd0903 | cd1107 | cd1112 | cd1508 | ce0106 | ce0330 | cq0117 | cq0118 | cq0119 | cq0608 | en0105 | re0106 | re0115","Requisição de Compra",NULL
Estoque,ES03,64,"Ocultar ajustes de estoque via entradas nas contas contáveis.",D,ALTO,#ff0000,#000000,"Efetuar Lançamentos Contábeis","bas_bem_pat_ctbz | bas_lancto_ctbl | bas_lancto_ctbl_import_ascii | bas_movto_tit_acr_contab | bas_rat_ctbl_ctbz | bas_sdo_cta_ctbl_apur_lucro_perda | bas_sdo_cta_ctbl_modul | ce0407 | ce0412 | fnc_lote_ctbl_ems | ft0608 | ft0708 | rpt_aprop_ctbl_cmg_contab | rpt_demonst_ctbl_apb | rpt_operac_financ_demonst_ctbl_apl","Entrar Contagem Inventário","ce0712 | ce9120"
Estoque,ES02,65,"Aceitar mercadorias via notas de recebimento e realizar um ajuste no estoque físico em seguida.",D,ALTO,#ff0000,#000000,"Movimentar Mercadorias","cd1409 | cd1410 | ce0205 | ce0206 | ce0220 | cp0306 | cp0309","Entrar Contagem Inventário","ce0712 | ce9120"
Estoque,ES01,66,"Risco de moficiar ou adicionar itens aos dados mestres de materiais ou serviço (para adicionar itens que normalmente não são pedidos pela empresa).",D,ALTO,#ff0000,#000000,"Manutenção Dados Mestre Materiais","cc0103 | cc0120 | cd0138 | cd0140 | cd0147 | cd0204 | cd0224 | cd0903 | cd1107 | cd1112 | cd1508 | ce0106 | ce0330 | cq0117 | cq0118 | cq0119 | cq0608 | en0105 | re0106 | re0115","Manutenção Dados Mestre Materiais","cc0103 | cc0120 | cd0138 | cd0140 | cd0147 | cd0204 | cd0224 | cd0903 | cd1107 | cd1112 | cd1508 | ce0106 | ce0330 | cq0117 | cq0118 | cq0119 | cq0608 | en0105 | re0106 | re0115"
Faturamento,FT05,56,"Inserir itens não autorizados para um contrato de compra e criar fatura para obter esses itens para uso pessoal.",D,ALTO,#ff0000,#000000,"Entrar Faturas Fornecedores","re0402 | re1001","Acordos de Compras","cn0201 | cn0203 | cn0206 | cn0301 | cn0304"
Faturamento,FT04,57,"Inserir faturas de fornecedor e aceitar mercadoria via nota de recebimento.",D,ALTO,#ff0000,#000000,"Entrar Faturas Fornecedores (re1001)","re0402 | re1001","Entrada Mercadadorias (Pedido de Compras)",re2001
Faturamento,FT03,58,"Inserir faturas de fornecedor e depois efetuar pagamento ao fornecedor.",D,ALTO,#ff0000,#000000,"Entrar Faturas Fornecedores","re0402 | re1001","Pagamentos (Contas a Pagar)","bas_antecip_pef_pend_pef | bas_bord_ap | bas_bord_ap_confirmacao | bas_bord_ap_enviar_msg_edi | bas_bord_ap_impressao | bas_cheq_ap_confirmacao | bas_lote_impl_tit_ap | bas_lote_pagto | bas_lote_pagto_enctro_ctas | bas_proces_pagto_prepar_pagto | fnc_cheq_ap_emissao | rpt_bord_ap_ret_pagto_escr"
Faturamento,FT02,59,"Risco de modificar e inserir faturas de vendas e aprovar limites de crédito pela mesma pessoa.",D,ALTO,#ff0000,#000000,"Processar Faturas Clientes","ft0502 | ft1001 | ft2200 | ft4001 | ft4002 | ft4003","Gestão de Crédito","cm0102 | cm0201 | cm0202"
Faturamento,FT01,61,"Criar um cliente .",D,ALTO,#ff0000,#000000,"Manutenção Dados Mestre Clientes","bas_cliente | bas_clien_financ | bas_pessoa_fisic | bas_pessoa_jurid | cd0704 | cd1510 | cd2577","Manutenção Dados Mestre Clientes","bas_cliente | bas_clien_financ | bas_pessoa_fisic | bas_pessoa_jurid | cd0704 | cd1510 | cd2577"
Financeiro,SODAP01,10,"O usuário pode processar uma fatura fictícia e processar um pagamento pela fatura.",D,ALTO,#ff0000,#000000,"Registrar Título Manual","bas_antecip_pef_pend_pef | bas_lote_impl_tit_ap | bas_lote_impl_tit_ap_previsao","Cadastrar Fornecedor","bas_fornecedor_fin | bas_fornec_financ | bas_fornec_financ_fin | bas_pessoa_fisic | bas_pessoa_jurid | bas_tip_fornec | bas_tip_fornec_fin | cd0401"
Financeiro,SODAP01,10,"O usuário pode processar uma fatura fictícia e processar um pagamento pela fatura.",D,ALTO,#ff0000,#000000,"Registrar Título Manual","bas_antecip_pef_pend_pef | bas_lote_impl_tit_ap | bas_lote_impl_tit_ap_previsao","Solicitar Compra","cc0117 | cc0301 | cc0309 | cc0325 | ce0340 | ce0341 | ce0346"
Financeiro,SODAP01,10,"O usuário pode processar uma fatura fictícia e processar um pagamento pela fatura.",D,ALTO,#ff0000,#000000,"Registrar Título Manual","bas_antecip_pef_pend_pef | bas_lote_impl_tit_ap | bas_lote_impl_tit_ap_previsao","Realizar a Compra","cc0300 | cc0311 | cn0304 | oc0201 | oc0202 | oc0203 | oc0204"
Financeiro,SODAP01,10,"O usuário pode processar uma fatura fictícia e processar um pagamento pela fatura.",D,MEDIO,#FF8C00,#FFFF,"Registrar Título Manual","bas_antecip_pef_pend_pef | bas_lote_impl_tit_ap | bas_lote_impl_tit_ap_previsao","Aprovar Realização da Compra","cd1720a | oc0205"
Financeiro,SODAP01,10,"O usuário pode processar uma fatura fictícia e processar um pagamento pela fatura.",D,ALTO,#ff0000,#000000,"Registrar Título Manual","bas_antecip_pef_pend_pef | bas_lote_impl_tit_ap | bas_lote_impl_tit_ap_previsao","Alterar perfis de acesso para o recebimento",re0101
Financeiro,SODAP01,10,"O usuário pode processar uma fatura fictícia e processar um pagamento pela fatura.",D,ALTO,#ff0000,#000000,"Registrar Título Manual","bas_antecip_pef_pend_pef | bas_lote_impl_tit_ap | bas_lote_impl_tit_ap_previsao","Aprovar alterações de perfil de acesso para o recebimento",re0101
Financeiro,SODAP01,10,"O usuário pode processar uma fatura fictícia e processar um pagamento pela fatura.",D,ALTO,#ff0000,#000000,"Registrar Título Manual","bas_antecip_pef_pend_pef | bas_lote_impl_tit_ap | bas_lote_impl_tit_ap_previsao","Receber o material comprado fisicamente","re2001 | re2005 | re2006"
Financeiro,SODAP01,10,"O usuário pode processar uma fatura fictícia e processar um pagamento pela fatura.",D,ALTO,#ff0000,#000000,"Registrar Título Manual","bas_antecip_pef_pend_pef | bas_lote_impl_tit_ap | bas_lote_impl_tit_ap_previsao","Receber a nota fiscal","re0190 | re0402 | re1001 | re1005 | re2001"
Financeiro,SODAP01,10,"O usuário pode processar uma fatura fictícia e processar um pagamento pela fatura.",D,MEDIO,#FF8C00,#FFFF,"Registrar Título Manual","bas_antecip_pef_pend_pef | bas_lote_impl_tit_ap | bas_lote_impl_tit_ap_previsao","Integração Com O Contas a Pagar",re0404
Financeiro,SODAP01,10,"O usuário pode processar uma fatura fictícia e processar um pagamento pela fatura.",D,MEDIO,#FF8C00,#FFFF,"Registrar Título Manual","bas_antecip_pef_pend_pef | bas_lote_impl_tit_ap | bas_lote_impl_tit_ap_previsao","Cancelamento de Títulos",bas_tit_ap_estorno
Financeiro,SODAP01,10,"O usuário pode processar uma fatura fictícia e processar um pagamento pela fatura.",D,ALTO,#ff0000,#000000,"Registrar Título Manual","bas_antecip_pef_pend_pef | bas_lote_impl_tit_ap | bas_lote_impl_tit_ap_previsao","Permissão para Inclusão/Alteração/Pagamento/Cancelamento",bas_usuar_financ_estab_apb
Financeiro,SODAP01,10,"O usuário pode processar uma fatura fictícia e processar um pagamento pela fatura.",D,BAIXO,#3a309c,#f9f9f9,"Registrar Título Manual","bas_antecip_pef_pend_pef | bas_lote_impl_tit_ap | bas_lote_impl_tit_ap_previsao","Registrar Adiantamento",bas_antecip_pef_pend
Financeiro,SODAP01,10,"O usuário pode processar uma fatura fictícia e processar um pagamento pela fatura.",D,BAIXO,#3a309c,#f9f9f9,"Registrar Título Manual","bas_antecip_pef_pend_pef | bas_lote_impl_tit_ap | bas_lote_impl_tit_ap_previsao","Alteração de Valor Títulos",bas_tit_ap_alteracao
Financeiro,SODAP01,10,"O usuário pode processar uma fatura fictícia e processar um pagamento pela fatura.",D,BAIXO,#3a309c,#f9f9f9,"Registrar Título Manual","bas_antecip_pef_pend_pef | bas_lote_impl_tit_ap | bas_lote_impl_tit_ap_previsao","Processo de Pagamento e Baixa de Títulos","bas_bord_ap | bas_bord_ap_confirmacao | bas_cheq_ap_confirmacao | bas_lote_pagto"
Financeiro,SODAP02,11,"O usuário pode processar uma fatura fictícia e processar um pagamento pela fatura.",D,BAIXO,#3a309c,#f9f9f9,"Registrar Adiantamento",bas_antecip_pef_pend,"Registrar Título Manual","bas_antecip_pef_pend_pef | bas_lote_impl_tit_ap | bas_lote_impl_tit_ap_previsao"
Financeiro,SODAP02,11,"O usuário pode processar uma fatura fictícia e processar um pagamento pela fatura.",D,BAIXO,#3a309c,#f9f9f9,"Registrar Adiantamento",bas_antecip_pef_pend,"Alteração de Valor Títulos",bas_tit_ap_alteracao
Financeiro,SODAP02,11,"O usuário pode processar uma fatura fictícia e processar um pagamento pela fatura.",D,BAIXO,#3a309c,#f9f9f9,"Registrar Adiantamento",bas_antecip_pef_pend,"Processo de Pagamento e Baixa de Títulos","bas_bord_ap | bas_bord_ap_confirmacao | bas_cheq_ap_confirmacao | bas_lote_pagto"
Financeiro,SODAP02,11,"O usuário pode processar uma fatura fictícia e processar um pagamento pela fatura.",D,ALTO,#ff0000,#000000,"Registrar Adiantamento",bas_antecip_pef_pend,"Cadastrar Fornecedor","bas_fornecedor_fin | bas_fornec_financ | bas_fornec_financ_fin | bas_pessoa_fisic | bas_pessoa_jurid | bas_tip_fornec | bas_tip_fornec_fin | cd0401"
Financeiro,SODAP02,11,"O usuário pode processar uma fatura fictícia e processar um pagamento pela fatura.",D,ALTO,#ff0000,#000000,"Registrar Adiantamento",bas_antecip_pef_pend,"Solicitar Compra","cc0117 | cc0301 | cc0309 | cc0325 | ce0340 | ce0341 | ce0346"
Financeiro,SODAP02,11,"O usuário pode processar uma fatura fictícia e processar um pagamento pela fatura.",D,ALTO,#ff0000,#000000,"Registrar Adiantamento",bas_antecip_pef_pend,"Realizar a Compra","cc0300 | cc0311 | cn0304 | oc0201 | oc0202 | oc0203 | oc0204"
Financeiro,SODAP02,11,"O usuário pode processar uma fatura fictícia e processar um pagamento pela fatura.",D,MEDIO,#FF8C00,#FFFF,"Registrar Adiantamento",bas_antecip_pef_pend,"Aprovar Realização da Compra","cd1720a | oc0205"
Financeiro,SODAP02,11,"O usuário pode processar uma fatura fictícia e processar um pagamento pela fatura.",D,ALTO,#ff0000,#000000,"Registrar Adiantamento",bas_antecip_pef_pend,"Alterar perfis de acesso para o recebimento",re0101
Financeiro,SODAP02,11,"O usuário pode processar uma fatura fictícia e processar um pagamento pela fatura.",D,ALTO,#ff0000,#000000,"Registrar Adiantamento",bas_antecip_pef_pend,"Aprovar alterações de perfil de acesso para o recebimento",re0101
Financeiro,SODAP02,11,"O usuário pode processar uma fatura fictícia e processar um pagamento pela fatura.",D,ALTO,#ff0000,#000000,"Registrar Adiantamento",bas_antecip_pef_pend,"Receber o material comprado fisicamente","re2001 | re2005 | re2006"
Financeiro,SODAP02,11,"O usuário pode processar uma fatura fictícia e processar um pagamento pela fatura.",D,ALTO,#ff0000,#000000,"Registrar Adiantamento",bas_antecip_pef_pend,"Receber a nota fiscal","re0190 | re0402 | re1001 | re1005 | re2001"
Financeiro,SODAP02,11,"O usuário pode processar uma fatura fictícia e processar um pagamento pela fatura.",D,MEDIO,#FF8C00,#FFFF,"Registrar Adiantamento",bas_antecip_pef_pend,"Integração Com O Contas a Pagar",re0404
Financeiro,SODAP02,11,"O usuário pode processar uma fatura fictícia e processar um pagamento pela fatura.",D,MEDIO,#FF8C00,#FFFF,"Registrar Adiantamento",bas_antecip_pef_pend,"Cancelamento de Títulos",bas_tit_ap_estorno
Financeiro,SODAP02,11,"O usuário pode processar uma fatura fictícia e processar um pagamento pela fatura.",D,ALTO,#ff0000,#000000,"Registrar Adiantamento",bas_antecip_pef_pend,"Permissão para Inclusão/Alteração/Pagamento/Cancelamento",bas_usuar_financ_estab_apb
Financeiro,SODAP03,12,"O usuário pode processar uma fatura fictícia, relizar alteração de titulo já existente.",D,ALTO,#ff0000,#000000,"Alteração de Valor Títulos",bas_tit_ap_alteracao,"Cadastrar Fornecedor","bas_fornecedor_fin | bas_fornec_financ | bas_fornec_financ_fin | bas_pessoa_fisic | bas_pessoa_jurid | bas_tip_fornec | bas_tip_fornec_fin | cd0401"
Financeiro,SODAP03,12,"O usuário pode processar uma fatura fictícia, relizar alteração de titulo já existente.",D,ALTO,#ff0000,#000000,"Alteração de Valor Títulos",bas_tit_ap_alteracao,"Solicitar Compra","cc0117 | cc0301 | cc0309 | cc0325 | ce0340 | ce0341 | ce0346"
Financeiro,SODAP03,12,"O usuário pode processar uma fatura fictícia, relizar alteração de titulo já existente.",D,ALTO,#ff0000,#000000,"Alteração de Valor Títulos",bas_tit_ap_alteracao,"Realizar a Compra","cc0300 | cc0311 | cn0304 | oc0201 | oc0202 | oc0203 | oc0204"
Financeiro,SODAP03,12,"O usuário pode processar uma fatura fictícia, relizar alteração de titulo já existente.",D,MEDIO,#FF8C00,#FFFF,"Alteração de Valor Títulos",bas_tit_ap_alteracao,"Aprovar Realização da Compra","cd1720a | oc0205"
Financeiro,SODAP03,12,"O usuário pode processar uma fatura fictícia, relizar alteração de titulo já existente.",D,ALTO,#ff0000,#000000,"Alteração de Valor Títulos",bas_tit_ap_alteracao,"Alterar perfis de acesso para o recebimento",re0101
Financeiro,SODAP03,12,"O usuário pode processar uma fatura fictícia, relizar alteração de titulo já existente.",D,ALTO,#ff0000,#000000,"Alteração de Valor Títulos",bas_tit_ap_alteracao,"Aprovar alterações de perfil de acesso para o recebimento",re0101
Financeiro,SODAP03,12,"O usuário pode processar uma fatura fictícia, relizar alteração de titulo já existente.",D,ALTO,#ff0000,#000000,"Alteração de Valor Títulos",bas_tit_ap_alteracao,"Receber o material comprado fisicamente","re2001 | re2005 | re2006"
